id,label
662,7
663,3
664,4
665,1
666,1
667,3
668,5
669,4
670,1
671,1
672,8
673,5
674,2
675,7
676,9
677,9
678,3
679,9
680,1
681,4
682,8
683,6
684,6
685,3
686,6
687,2
688,3
689,7
690,7
691,5
692,4
693,0
694,7
695,2
696,8
697,7
698,8
699,9
700,2
701,0
702,3
703,0
704,8
705,0
706,2
707,9
708,4
709,9
710,4
711,2
712,7
713,9
714,8
715,9
716,0
717,5
718,8
719,6
720,3
721,1
722,2
723,4
724,9
725,2
726,1
727,0
728,0
729,9
730,1
731,4
732,8
733,5
734,7
735,7
736,8
737,4
738,1
739,3
740,8
741,9
742,1
743,7
744,8
745,4
746,8
747,8
748,6
749,3
750,1
751,6
752,5
753,8
754,9
755,3
756,0
757,1
758,9
759,4
760,1
761,8
762,7
763,6
764,9
765,7
766,1
767,5
768,0
769,6
770,9
771,9
772,0
773,2
774,7
775,2
776,2
777,5
778,8
779,1
780,3
781,6
782,0
783,2
784,3
785,3
786,0
787,9
788,2
789,9
790,2
791,4
792,2
793,2
794,1
795,4
796,9
797,2
798,9
799,9
800,2
801,5
802,7
803,1
804,9
805,0
806,6
807,8
808,5
809,6
810,2
811,8
812,7
813,0
814,8
815,6
816,0
817,3
818,8
819,4
820,8
821,1
822,7
823,5
824,1
825,2
826,8
827,3
828,5
829,1
830,4
831,9
832,5
833,2
834,0
835,0
836,5
837,7
838,0
839,2
840,1
841,5
842,4
843,1
844,7
845,6
846,0
847,5
848,8
849,7
850,3
851,6
852,3
853,0
854,6
855,6
856,0
857,2
858,8
859,6
860,5
861,2
862,8
863,9
864,0
865,2
866,2
867,6
868,4
869,2
870,5
871,0
872,6
873,4
874,3
875,6
876,1
877,5
878,6
879,7
880,2
881,0
882,9
883,3
884,0
885,8
886,9
887,4
888,2
889,0
890,3
891,3
892,1
893,8
894,4
895,6
896,9
897,2
898,1
899,4
900,9
901,6
902,9
903,8
904,1
905,9
906,2
907,3
908,5
909,6
910,1
911,9
912,6
913,8
914,5
915,8
916,3
917,3
918,2
919,5
920,8
921,9
922,0
923,7
924,8
925,5
926,3
927,7
928,4
929,4
930,3
931,8
932,8
933,3
934,2
935,1
936,3
937,3
938,5
939,9
940,5
941,0
942,7
943,4
944,3
945,4
946,0
947,4
948,1
949,8
950,1
951,0
952,5
953,9
954,2
955,3
956,2
957,9
958,6
959,3
960,3
961,7
962,2
963,4
964,0
965,8
966,7
967,0
968,2
969,0
970,6
971,3
972,3
973,0
974,4
975,6
976,2
977,8
978,5
979,0
980,0
981,2
982,1
983,7
984,3
985,5
986,0
987,2
988,6
989,5
990,1
991,4
992,4
993,8
994,6
995,3
996,8
997,0
998,8
999,8
1000,2
1001,2
1002,6
1003,2
1004,6
1005,0
1006,9
1007,6
1008,2
1009,6
1010,3
1011,4
1012,4
1013,4
1014,7
1015,3
1016,2
1017,7
1018,8
1019,2
1020,3
1021,2
1022,1
1023,7
1024,8
1025,9
1026,8
1027,4
1028,8
1029,4
1030,3
1031,1
1032,8
1033,6
1034,0
1035,1
1036,3
1037,9
1038,6
1039,6
1040,7
1041,8
1042,6
1043,7
1044,7
1045,1
1046,2
1047,6
1048,9
1049,2
1050,3
1051,5
1052,8
1053,4
1054,1
1055,4
1056,6
1057,0
1058,5
1059,1
1060,2
1061,0
1062,7
1063,8
1064,1
1065,7
1066,5
1067,6
1068,4
1069,4
1070,1
1071,8
1072,7
1073,0
1074,6
1075,8
1076,2
1077,0
1078,0
1079,9
1080,3
1081,6
1082,6
1083,8
1084,3
1085,1
1086,1
1087,8
1088,8
1089,7
1090,2
1091,0
1092,0
1093,2
1094,6
1095,6
1096,0
1097,7
1098,7
1099,1
1100,7
1101,6
1102,0
1103,2
1104,0
1105,2
1106,3
1107,8
1108,1
1109,1
1110,9
1111,8
1112,8
1113,8
1114,2
1115,0
1116,8
1117,2
1118,1
1119,1
1120,7
1121,6
1122,5
1123,6
1124,6
1125,5
1126,3
1127,7
1128,6
1129,4
1130,4
1131,5
1132,0
1133,6
1134,7
1135,7
1136,0
1137,5
1138,2
1139,5
1140,7
1141,1
1142,7
1143,4
1144,4
1145,0
1146,6
1147,0
1148,4
1149,0
1150,7
1151,3
1152,5
1153,9
1154,2
1155,3
1156,1
1157,2
1158,4
1159,6
1160,9
1161,3
1162,5
1163,3
1164,1
1165,4
1166,9
1167,1
1168,9
1169,4
1170,2
1171,2
1172,3
1173,6
1174,3
1175,0
1176,3
1177,0
1178,5
1179,6
1180,6
1181,5
1182,3
1183,7
1184,2
1185,2
1186,0
1187,2
1188,7
1189,8
1190,9
1191,7
1192,7
1193,3
1194,1
1195,2
1196,5
1197,0
1198,5
1199,4
1200,7
1201,3
1202,5
1203,6
1204,0
1205,7
1206,9
1207,9
1208,2
1209,2
1210,7
1211,7
1212,0
1213,2
1214,6
1215,7
1216,5
1217,1
1218,3
1219,4
1220,0
1221,1
1222,7
1223,7
1224,3
1225,3
1226,2
1227,6
1228,1
1229,0
1230,7
1231,1
1232,6
1233,6
1234,1
1235,6
1236,2
1237,1
1238,1
1239,0
1240,9
1241,1
1242,9
1243,6
1244,3
1245,4
1246,7
1247,4
1248,7
1249,1
1250,6
1251,8
1252,0
1253,4
1254,5
1255,7
1256,3
1257,0
1258,8
1259,8
1260,6
1261,0
1262,0
1263,4
1264,7
1265,2
1266,4
1267,8
1268,6
1269,8
1270,1
1271,9
1272,5
1273,5
1274,7
1275,7
1276,1
1277,5
1278,5
1279,1
1280,9
1281,9
1282,5
1283,4
1284,1
1285,2
1286,4
1287,6
1288,2
1289,0
1290,4
1291,9
1292,5
1293,7
1294,3
1295,1
1296,7
1297,2
1298,5
1299,4
1300,4
1301,0
1302,6
1303,8
1304,4
1305,2
1306,3
1307,2
1308,6
1309,7
1310,9
1311,4
1312,2
1313,4
1314,2
1315,3
1316,5
1317,3
1318,6
1319,8
1320,6
1321,1
1322,4
1323,3
1324,7
1325,0
1326,4
1327,4
1328,2
1329,3
1330,5
1331,1
1332,2
1333,1
1334,1
1335,7
1336,7
1337,1
1338,7
1339,5
1340,8
1341,1
1342,0
1343,9
1344,5
1345,3
1346,4
1347,2
1348,4
1349,2
1350,7
1351,9
1352,5
1353,0
1354,5
1355,8
1356,5
1357,8
1358,9
1359,5
1360,4
1361,9
1362,2
1363,0
1364,3
1365,0
1366,6
1367,0
1368,9
1369,5
1370,2
1371,2
1372,2
1373,3
1374,1
1375,0
1376,1
1377,7
1378,0
1379,7
1380,9
1381,9
1382,4
1383,0
1384,2
1385,6
1386,6
1387,9
1388,2
1389,0
1390,3
1391,8
1392,6
1393,5
1394,1
1395,0
1396,3
1397,5
1398,9
1399,5
1400,0
1401,5
1402,3
1403,6
1404,3
1405,0
1406,2
1407,9
1408,6
1409,2
1410,1
1411,5
1412,3
1413,9
1414,7
1415,8
1416,6
1417,9
1418,8
1419,5
1420,8
1421,4
1422,3
1423,5
1424,3
1425,6
1426,6
1427,8
1428,4
1429,6
1430,2
1431,3
1432,9
1433,1
1434,5
1435,0
1436,2
1437,5
1438,9
1439,3
1440,0
1441,8
1442,7
1443,3
1444,7
1445,6
1446,7
1447,1
1448,7
1449,9
1450,0
1451,8
1452,3
1453,2
1454,8
1455,5
1456,3
1457,9
1458,8
1459,5
1460,7
1461,8
1462,4
1463,1
1464,0
1465,5
1466,2
1467,6
1468,3
1469,2
1470,6
1471,3
1472,0
1473,4
1474,2
1475,4
1476,6
1477,1
1478,8
1479,6
1480,8
1481,0
1482,0
1483,5
1484,2
1485,4
1486,1
1487,4
1488,7
1489,3
1490,7
1491,3
1492,1
1493,3
1494,5
1495,8
1496,6
1497,2
1498,9
1499,7
1500,7
1501,8
1502,5
1503,3
1504,3
1505,3
1506,1
1507,0
1508,1
1509,4
1510,4
1511,5
1512,7
1513,2
1514,6
1515,0
1516,3
1517,3
1518,2
1519,5
1520,0
1521,9
1522,0
1523,7
1524,9
1525,4
1526,7
1527,7
1528,3
1529,0
1530,6
1531,8
1532,1
1533,9
1534,0
1535,6
1536,7
1537,4
1538,3
1539,7
1540,2
1541,3
1542,8
1543,8
1544,3
1545,4
1546,0
1547,0
1548,8
1549,1
1550,8
1551,2
1552,8
1553,5
1554,9
1555,8
1556,6
1557,2
1558,1
1559,4
1560,2
1561,6
1562,9
1563,9
1564,0
1565,4
1566,9
1567,0
1568,2
1569,4
1570,0
1571,7
1572,0
1573,4
1574,8
1575,6
1576,4
1577,7
1578,0
1579,2
1580,7
1581,1
1582,6
1583,7
1584,5
1585,8
1586,2
1587,8
1588,6
1589,6
1590,0
1591,6
1592,2
1593,9
1594,5
1595,7
1596,1
1597,1
1598,5
1599,1
1600,2
1601,1
1602,9
1603,7
1604,7
1605,5
1606,1
1607,8
1608,4
1609,5
1610,0
1611,1
1612,3
1613,0
1614,8
1615,1
1616,0
1617,5
1618,3
1619,4
1620,7
1621,2
1622,4
1623,9
1624,1
1625,7
1626,3
1627,7
1628,9
1629,9
1630,7
1631,7
1632,5
1633,2
1634,7
1635,9
1636,6
1637,0
1638,3
1639,6
1640,3
1641,3
1642,1
1643,4
1644,6
1645,5
1646,9
1647,2
1648,3
1649,7
1650,1
1651,5
1652,2
1653,1
1654,6
1655,2
1656,1
1657,6
1658,0
1659,2
1660,1
1661,8
1662,4
1663,1
1664,7
1665,0
1666,7
1667,2
1668,1
1669,7
1670,5
1671,3
1672,6
1673,2
1674,2
1675,8
1676,6
1677,1
1678,6
1679,4
1680,5
1681,1
1682,3
1683,8
1684,0
1685,8
1686,3
1687,3
1688,7
1689,6
1690,2
1691,8
1692,5
1693,2
1694,1
1695,0
1696,0
1697,2
1698,7
1699,4
1700,9
1701,6
1702,2
1703,8
1704,6
1705,6
1706,6
1707,5
1708,2
1709,6
1710,8
1711,4
1712,7
1713,5
1714,1
1715,5
1716,4
1717,0
1718,8
1719,9
1720,8
1721,4
1722,7
1723,3
1724,2
1725,2
1726,6
1727,3
1728,3
1729,5
1730,6
1731,0
1732,5
1733,1
1734,3
1735,3
1736,3
1737,8
1738,5
1739,8
1740,8
1741,9
1742,8
1743,1
1744,1
1745,7
1746,3
1747,4
1748,2
1749,8
1750,6
1751,3
1752,7
1753,5
1754,8
1755,3
1756,3
1757,5
1758,5
1759,7
1760,2
1761,5
1762,8
1763,9
1764,7
1765,6
1766,8
1767,7
1768,5
1769,4
1770,1
1771,1
1772,6
1773,9
1774,1
1775,7
1776,8
1777,3
1778,4
1779,3
1780,6
1781,1
1782,3
1783,7
1784,0
1785,8
1786,4
1787,1
1788,9
1789,7
1790,5
1791,6
1792,2
1793,6
1794,0
1795,6
1796,7
1797,9
1798,5
1799,0
1800,6
1801,6
1802,0
1803,4
1804,3
1805,3
1806,9
1807,3
1808,9
1809,1
1810,9
1811,5
1812,3
1813,7
1814,4
1815,4
1816,7
1817,2
1818,8
1819,3
1820,5
1821,8
1822,7
1823,4
1824,6
1825,1
1826,8
1827,6
1828,1
1829,4
1830,6
1831,4
1832,7
1833,6
1834,3
1835,9
1836,5
1837,4
1838,1
1839,7
1840,4
1841,3
1842,5
1843,7
1844,1
1845,2
1846,0
1847,5
1848,2
1849,2
1850,5
1851,9
1852,4
1853,1
1854,4
1855,5
1856,0
1857,6
1858,1
1859,0
1860,3
1861,1
1862,8
1863,0
1864,3
1865,0
1866,2
1867,1
1868,7
1869,2
1870,6
1871,8
1872,2
1873,2
1874,9
1875,0
1876,7
1877,3
1878,4
1879,0
1880,0
1881,5
1882,2
1883,0
1884,8
1885,9
1886,3
1887,6
1888,2
1889,2
1890,1
1891,4
1892,4
1893,3
1894,7
1895,4
1896,7
1897,2
1898,3
1899,7
1900,6
1901,9
1902,3
1903,3
1904,1
1905,7
1906,8
1907,6
1908,7
1909,5
1910,9
1911,3
1912,0
1913,0
1914,1
1915,1
1916,7
1917,0
1918,1
1919,6
1920,9
1921,8
1922,9
1923,8
1924,5
1925,1
1926,7
1927,6
1928,5
1929,1
1930,6
1931,5
1932,9
1933,9
1934,7
1935,6
1936,7
1937,0
1938,4
1939,3
1940,2
1941,9
1942,5
1943,9
1944,9
1945,1
1946,7
1947,6
1948,5
1949,8
1950,7
1951,2
1952,5
1953,1
1954,2
1955,1
1956,8
1957,1
1958,7
1959,7
1960,8
1961,3
1962,5
1963,2
1964,0
1965,2
1966,6
1967,9
1968,2
1969,9
1970,4
1971,2
1972,5
1973,4
1974,8
1975,7
1976,2
1977,0
1978,3
1979,6
1980,2
1981,1
1982,6
1983,1
1984,2
1985,6
1986,1
1987,9
1988,3
1989,9
1990,2
1991,4
1992,9
1993,3
1994,6
1995,5
1996,7
1997,0
1998,7
1999,8
2000,5
2001,1
2002,8
2003,3
2004,0
2005,2
2006,2
2007,9
2008,9
2009,8
2010,0
2011,6
2012,3
2013,4
2014,3
2015,4
2016,3
2017,3
2018,2
2019,5
2020,2
2021,1
2022,5
2023,2
2024,9
2025,2
2026,7
2027,4
2028,7
2029,0
2030,5
2031,3
2032,9
2033,8
2034,8
2035,3
2036,5
2037,9
2038,3
2039,3
2040,7
2041,0
2042,9
2043,5
2044,4
2045,3
2046,6
2047,0
2048,2
2049,1
2050,2
2051,0
2052,0
2053,2
2054,0
2055,3
2056,2
2057,8
2058,8
2059,5
2060,5
2061,4
2062,1
2063,0
2064,8
2065,2
2066,6
2067,3
2068,3
2069,3
2070,3
2071,4
2072,4
2073,9
2074,2
2075,0
2076,6
2077,0
2078,5
2079,5
2080,5
2081,7
2082,8
2083,1
2084,5
2085,2
2086,1
2087,0
2088,6
2089,9
2090,3
2091,2
2092,3
2093,8
2094,9
2095,6
2096,1
2097,2
2098,7
2099,6
2100,9
2101,7
2102,9
2103,1
2104,0
2105,9
2106,3
2107,0
2108,3
2109,4
2110,0
2111,5
2112,4
2113,8
2114,1
2115,9
2116,8
2117,3
2118,3
2119,8
2120,2
2121,9
2122,7
2123,1
2124,0
2125,1
2126,3
2127,3
2128,4
2129,5
2130,7
2131,2
2132,3
2133,4
2134,6
2135,3
2136,0
2137,6
2138,2
2139,7
2140,0
2141,4
2142,6
2143,9
2144,4
2145,4
2146,6
2147,1
2148,4
2149,1
2150,0
2151,7
2152,0
2153,7
2154,8
2155,0
2156,0
2157,2
2158,7
2159,8
2160,8
2161,8
2162,1
2163,1
2164,8
2165,7
2166,7
2167,2
2168,6
2169,7
2170,2
2171,0
2172,1
2173,5
2174,0
2175,3
2176,8
2177,9
2178,1
2179,1
2180,1
2181,8
2182,1
2183,8
2184,2
2185,5
2186,4
2187,5
2188,3
2189,5
2190,7
2191,7
2192,2
2193,7
2194,5
2195,4
2196,5
2197,3
2198,1
2199,4
2200,9
2201,7
2202,7
2203,5
2204,3
2205,8
2206,0
2207,0
2208,8
2209,8
2210,2
2211,0
2212,5
2213,3
2214,3
2215,0
2216,2
2217,9
2218,2
2219,3
2220,7
2221,1
2222,3
2223,7
2224,5
2225,5
2226,9
2227,9
2228,4
2229,7
2230,9
2231,5
2232,8
2233,6
2234,5
2235,7
2236,0
2237,5
2238,2
2239,5
2240,6
2241,4
2242,8
2243,8
2244,2
2245,1
2246,6
2247,1
2248,3
2249,0
2250,8
2251,3
2252,1
2253,4
2254,6
2255,2
2256,0
2257,6
2258,9
2259,8
2260,6
2261,1
2262,0
2263,6
2264,8
2265,5
2266,9
2267,5
2268,5
2269,0
2270,5
2271,9
2272,8
2273,8
2274,3
2275,0
2276,7
2277,0
2278,9
2279,4
2280,2
2281,3
2282,3
2283,8
2284,8
2285,3
2286,7
2287,4
2288,9
2289,2
2290,1
2291,9
2292,9
2293,1
2294,7
2295,7
2296,5
2297,2
2298,1
2299,4
2300,3
2301,8
2302,0
2303,1
2304,5
2305,7
2306,8
2307,6
2308,5
2309,8
2310,4
2311,5
2312,9
2313,6
2314,0
2315,7
2316,7
2317,3
2318,7
2319,1
2320,4
2321,9
2322,5
2323,1
2324,1
2325,9
2326,6
2327,0
2328,3
2329,9
2330,8
2331,1
2332,5
2333,9
2334,7
2335,8
2336,3
2337,0
2338,2
2339,1
2340,0
2341,5
2342,2
2343,4
2344,4
2345,5
2346,3
2347,6
2348,7
2349,5
2350,2
2351,5
2352,3
2353,8
2354,7
2355,8
2356,3
2357,3
2358,9
2359,4
2360,7
2361,9
2362,0
2363,5
2364,2
2365,5
2366,6
2367,4
2368,4
2369,6
2370,8
2371,6
2372,5
2373,7
2374,0
2375,0
2376,0
2377,6
2378,3
2379,5
2380,0
2381,5
2382,8
2383,3
2384,5
2385,5
2386,2
2387,7
2388,1
2389,9
2390,2
2391,1
2392,6
2393,0
2394,7
2395,8
2396,5
2397,7
2398,4
2399,0
2400,1
2401,8
2402,1
2403,0
2404,2
2405,1
2406,8
2407,5
2408,0
2409,1
2410,9
2411,6
2412,4
2413,2
2414,8
2415,1
2416,4
2417,2
2418,1
2419,8
2420,1
2421,0
2422,7
2423,5
2424,4
2425,1
2426,5
2427,7
2428,6
2429,7
2430,9
2431,4
2432,1
2433,8
2434,4
2435,7
2436,8
2437,2
2438,7
2439,9
2440,1
2441,7
2442,5
2443,4
2444,1
2445,6
2446,6
2447,4
2448,0
2449,4
2450,4
2451,3
2452,3
2453,2
2454,5
2455,9
2456,9
2457,2
2458,6
2459,2
2460,7
2461,8
2462,3
2463,9
2464,6
2465,9
2466,9
2467,9
2468,5
2469,7
2470,0
2471,4
2472,1
2473,5
2474,2
2475,8
2476,9
2477,4
2478,9
2479,5
2480,5
2481,1
2482,6
2483,1
2484,6
2485,0
2486,8
2487,3
2488,1
2489,5
2490,9
2491,0
2492,3
2493,9
2494,0
2495,6
2496,6
2497,6
2498,3
2499,5
2500,3
2501,2
2502,0
2503,8
2504,5
2505,1
2506,7
2507,7
2508,8
2509,5
2510,2
2511,7
2512,5
2513,4
2514,2
2515,3
2516,1
2517,0
2518,1
2519,8
2520,0
2521,4
2522,0
2523,9
2524,7
2525,2
2526,6
2527,0
2528,4
2529,5
2530,2
2531,1
2532,9
2533,9
2534,0
2535,2
2536,8
2537,2
2538,7
2539,9
2540,5
2541,4
2542,3
2543,0
2544,0
2545,7
2546,1
2547,1
2548,3
2549,1
2550,2
2551,8
2552,9
2553,8
2554,4
2555,8
2556,6
2557,9
2558,7
2559,9
2560,9
2561,9
2562,7
2563,3
2564,9
2565,9
2566,2
2567,4
2568,6
2569,5
2570,3
2571,8
2572,5
2573,1
2574,9
2575,8
2576,2
2577,4
2578,9
2579,9
2580,1
2581,1
2582,3
2583,1
2584,3
2585,2
2586,4
2587,4
2588,6
2589,0
2590,0
2591,6
2592,5
2593,3
2594,6
2595,9
2596,4
2597,8
2598,2
2599,2
2600,5
2601,7
2602,4
2603,9
2604,9
2605,9
2606,6
2607,8
2608,5
2609,5
2610,5
2611,2
2612,0
2613,2
2614,0
2615,3
2616,8
2617,7
2618,3
2619,3
2620,0
2621,7
2622,3
2623,4
2624,7
2625,6
2626,8
2627,5
2628,3
2629,9
2630,9
2631,1
2632,6
2633,8
2634,2
2635,8
2636,1
2637,5
2638,8
2639,5
2640,1
2641,9
2642,9
2643,5
2644,5
2645,8
2646,8
2647,2
2648,5
2649,6
2650,4
2651,7
2652,1
2653,3
2654,6
2655,5
2656,5
2657,7
2658,3
2659,1
2660,1
2661,2
2662,2
2663,2
2664,2
2665,3
2666,6
2667,9
2668,1
2669,9
2670,3
2671,2
2672,8
2673,2
2674,0
2675,9
2676,8
2677,2
2678,0
2679,3
2680,6
2681,1
2682,2
2683,3
2684,1
2685,2
2686,0
2687,7
2688,9
2689,4
2690,3
2691,0
2692,6
2693,1
2694,4
2695,0
2696,1
2697,2
2698,9
2699,2
2700,9
2701,7
2702,3
2703,6
2704,6
2705,5
2706,4
2707,8
2708,2
2709,0
2710,8
2711,8
2712,8
2713,8
2714,4
2715,9
2716,1
2717,9
2718,0
2719,0
2720,5
2721,6
2722,3
2723,6
2724,8
2725,9
2726,6
2727,3
2728,1
2729,9
2730,7
2731,0
2732,1
2733,4
2734,5
2735,6
2736,9
2737,0
2738,1
2739,8
2740,6
2741,3
2742,8
2743,6
2744,2
2745,5
2746,3
2747,5
2748,2
2749,7
2750,1
2751,7
2752,2
2753,5
2754,0
2755,3
2756,6
2757,4
2758,1
2759,4
2760,2
2761,7
2762,0
2763,8
2764,5
2765,7
2766,2
2767,2
2768,2
2769,2
2770,1
2771,8
2772,6
2773,6
2774,2
2775,8
2776,0
2777,4
2778,9
2779,5
2780,2
2781,4
2782,4
2783,4
2784,0
2785,6
2786,9
2787,3
2788,9
2789,9
2790,4
2791,9
2792,0
2793,1
2794,3
2795,8
2796,6
2797,2
2798,7
2799,9
2800,5
2801,0
2802,9
2803,6
2804,4
2805,5
2806,8
2807,1
2808,4
2809,6
2810,2
2811,7
2812,2
2813,4
2814,2
2815,3
2816,3
2817,2
2818,7
2819,3
2820,9
2821,2
2822,8
2823,4
2824,7
2825,6
2826,0
2827,5
2828,1
2829,2
2830,5
2831,0
2832,4
2833,1
2834,6
2835,2
2836,8
2837,2
2838,5
2839,6
2840,7
2841,1
2842,3
2843,3
2844,5
2845,4
2846,5
2847,6
2848,6
2849,5
2850,4
2851,6
2852,7
2853,1
2854,7
2855,7
2856,1
2857,7
2858,7
2859,3
2860,2
2861,4
2862,5
2863,7
2864,4
2865,9
2866,1
2867,9
2868,2
2869,9
2870,2
2871,5
2872,9
2873,4
2874,0
2875,1
2876,5
2877,9
2878,0
2879,7
2880,0
2881,4
2882,1
2883,6
2884,8
2885,1
2886,6
2887,2
2888,2
2889,0
2890,5
2891,5
2892,3
2893,4
2894,3
2895,9
2896,1
2897,8
2898,5
2899,1
2900,6
2901,4
2902,3
2903,1
2904,7
2905,7
2906,7
2907,9
2908,5
2909,3
2910,7
2911,9
2912,7
2913,8
2914,1
2915,2
2916,9
2917,5
2918,3
2919,8
2920,9
2921,8
2922,8
2923,9
2924,1
2925,0
2926,6
2927,1
2928,2
2929,7
2930,6
2931,7
2932,4
2933,0
2934,7
2935,8
2936,1
2937,3
2938,6
2939,9
2940,7
2941,2
2942,0
2943,3
2944,2
2945,7
2946,4
2947,7
2948,1
2949,5
2950,4
2951,7
2952,6
2953,1
2954,1
2955,2
2956,7
2957,8
2958,0
2959,5
2960,1
2961,4
2962,4
2963,1
2964,0
2965,4
2966,7
2967,4
2968,3
2969,6
2970,0
2971,9
2972,0
2973,5
2974,6
2975,7
2976,5
2977,4
2978,3
2979,7
2980,3
2981,7
2982,6
2983,8
2984,6
2985,5
2986,2
2987,7
2988,5
2989,7
2990,8
2991,4
2992,5
2993,8
2994,0
2995,1
2996,5
2997,4
